
experiment_id, rank, runtime, p2m, m2m, l2l, m2l, p2p, source_tree, target_tree, source_domain, target_domain, layout, ghost_exchange_v, ghost_exchange_u, gather_global_fmm, scatter_global_fmm, source_to_target_data, source_data, target_data, global_fmm, ghost_fmm_v, ghost_fmm_u expansion_order, n_points, local_depth, global_depth, block_size, n_threads, n_samples

"0_0_0_0", 19, 1422, 7, 0, 0, 53, 65, 2350, 2359, 5, 3, 1, 613, 19, 0, 677, 46, 0, 0, 0, 0, 0, 3, 250000, 4, 2. 1e-7. 4, 5000,

"1_0_0_0", 30, 12193, 50, 6, 9, 1543, 242, 2539, 2507, 4, 3, 0, 9884, 106, 0, 447, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 26, 15839, 25, 3, 8, 1589, 230, 2539, 2507, 4, 3, 0, 13817, 111, 0, 156, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 24, 12340, 51, 6, 9, 1620, 237, 2539, 2507, 4, 3, 0, 9998, 107, 252, 156, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 25, 12613, 50, 6, 8, 1630, 239, 2539, 2507, 4, 3, 0, 10325, 109, 0, 343, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 17, 15979, 25, 3, 9, 1767, 241, 2539, 2507, 5, 3, 0, 13921, 110, 0, 2, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 3, 16009, 25, 3, 8, 1775, 249, 2539, 2507, 4, 3, 0, 13779, 109, 0, 160, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 2, 12546, 50, 6, 8, 1976, 227, 2539, 2507, 4, 3, 0, 5688, 36, 4420, 160, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 16, 12665, 50, 6, 9, 2049, 248, 2539, 2507, 5, 3, 0, 5703, 37, 4589, 2, 47, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 19, 12536, 50, 6, 8, 2102, 216, 2539, 2507, 4, 3, 0, 5558, 37, 0, 4584, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 0, 12900, 49, 6, 9, 2101, 230, 2539, 2507, 7, 3, 0, 5340, 31, 5155, 0, 47, 1, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 18, 9487, 76, 10, 9, 2107, 236, 2539, 2507, 4, 3, 0, 1882, 30, 574, 4584, 47, 1, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 1, 12585, 49, 6, 9, 2105, 250, 2539, 2507, 5, 3, 0, 5576, 37, 0, 4580, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

